Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
246,Software freezes during export,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,High,Social media
247,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Email
248,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Social media
249,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Email
250,Sync feature not working,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,Critical,Chat
251,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Social media
252,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Chat
253,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Email
254,Want to cancel my subscription,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,High,Phone
255,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Social media
256,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Low,Phone
257,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Phone
258,Mobile app stuck on loading screen,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Social media
259,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,High,Phone
260,Unexpected charge on my card,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Low,Email
261,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
262,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Chat
263,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Social media
264,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,High,Phone
265,Need clarification on billing cycle,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Phone
266,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Phone
